content,score
mantab,5
memuaskan mantapppp,5
bingung gopay later tidak di setujui,5
Awesome,5
Kurang lebih 6 thn pelanggan toped alhamdulillah lancar.,5
mantap,5
sangat memuaskan belanja disini,5
baik,4
mantap,5
senang Krn cepat dan amanh pokoke sukses terus buat toko pedia,5
jooosss belanja d sini,5
Saya suka dengan aplikasih ini,5
"Hapus opsi pengiriman jne sebagai mitra pengiriman tokped, jasa pengiriman paling gajelas tiap beli di tokped dapet jne pasti paket dateng seminggu lebih, tidak ada kompensasi apapun dari keterlambatan pengiriman oleh pihak kurir atau tokped",2
mudah mudahan amanah,5
"belanja murah, banyak promo d mudah dalam transaksi. smg sellernya amanah",5
"TOLONG DONG BUAT ADMIN TOKOPEDIA. JIKA PENGEMBALIAN DANA REFUND KEMBALI KE REKENING PENJUAL HARUS DIPERCEPAT DAN JUGA KLAIM DANA ONGKIR NYA JUGA DIPERCEPAT. JANGAN LELET,JADI MENGHAMBAT PROSES PENJUAL MAU BELI LAGI BARANG LAINNYA.",1
bagus tokped,5
"Tokopedia bagus hanya sajah kndala di pengiriman kurir suka banyak diem & transit udah kayak Naik kreta,,jdi lama Pngiriman nya ,tolong diprcpat pngiriman nya kayak L****a dia ada jaminan cepat sampe,,klo telat Shari ajah dikasih 9000 reward",4
puas sekali,5
mantap,5
Makin payah aja... Masa ada promo ditampilkan tapi akun saya kata nya tidak sesuai promo yg berlaku. Alamat uninstall ini sih,1
"ok, mantap",5
jelek cs nya,1
semakin keren,5
Mudah-mudahan apiknya bsgus,5
Coba dulu,3
kadang untuk melakukan pembayaran bila Harga murah memerlukan waktu cukup lama.,4
OK,5
"LELET, karena masih kerjasama sama JNE, BINTANG 0 KALO ADA",1
alhamdulilah terimakasih tokopedia,5
Ok,5
mantab pisan,5
"menu kupon sering hilang dan sangat- sangat sulit dicari! dilayout tidak ada, dimenu profil juga tidak ada!! dan kejadian ini sering, sudah dihapus chace sampai paksa berhenti aplikasi juga tetap tidak ada!! saya bukan pengguna baru jadi tahu letak/posisinya dimana! ini jelas apknya bermasalah!",1
aplikasi lokal yang bagus,5
untuk expedisi. ada garansi tepat waktu bila melebihi. dikasih 20000 coin masa tetangga 2 hari sampai. toped 5 hari pakai satu expedisi. aja jangan 2 expedisi! jadi expedisi 1 di lempae ke expedisi lain. . mengolor waktu tetangga aja berani garansi tepar waktu masa tokopedia yang lebih besar tidak berani,2
mantab harga murah banget promo gilaaaaa,5
pengguna pertama susah banget anjink dapet promo ga kaya sebelah SHOPEE,1
sering sering kasih voucher potongan gede,5
okay,5
Apk scam Ga jelas tiba² banget harganya berubah,1
"Ada vocer, ehh pas mau dipake ""vocer promo tidak berlaku"" lah?? Kalo gak berlaku ngapain nongol? Keknya emang gak niat ngasih diskonan, dikasih tapi gabisa dipake kan percuma 😪😪",1
Promo pengguna baru tidak bisa dipakai tidak jelas. Kebanyakan eror code bikin pusing gw aja lu,1
Gajelas apaan Bae ditanyain org mau shopping,1
"Hp baru, akun baru kok ga bisa pakai vocher Dasar aplikasi aneh",1
ok banget,5
"Tolong dong pengiriman ""si cepat"" di hapus aja. Lama banget ngirim barangnya",2
mantappp promosi terus,5
"pembelian cancel, uang tidak kembali",1
"buat apa ada kata estimasi pengiriman, toh akhirnya datangnya selalu terlambat",1
bagus,5
"Kenapa sering ga bisa cekout,waktu ingin memilih pembayaran,aneh banget,jaringan juga bagus.",2
aku kasih 3 dulu kalo tokonya amanah aku tambah lagi 😊,3
aplikasi bagus,5
"SARAN GUA Jangan pernah mesan barang pakai kurir dari Rekomendasi Tokopedia, mnding pilh sendiri aj. Untung nya di mereka, rugi nya di kita. Komplain slow respon, malah robot yang ngoceh, salah alamat, dibikin estimasi tapi tak sesuai. Horas Ma !!!",1
"MURAH BANGET BARANGNYAA, LUVV ABIS SAMA TOKPEDD :>>>",5
mantap,5
asliiii cuma 200'peRakk wkwkwwkk thangzz boss,4
"hanya toped yang ""sedikit"" membela buyer saat complain, (tapi terakhir saya mulai dibikin ""repot"") masa minta video unboxing ? kenapa tidak minta video unpacking ? kan tidak adil ya ? pembeli tentu merasa secure, kalau toped mau membela buyer disaat complain, sebab 95% adalah kenakalan seller, 5% adalah kenakalan buyer, dalam berbelanja online ! management toped memang buruk, aplikasinya asal jadi, tak ada perbaikan ini itu,hanya sisa nama masyur yg tersisa, hrs banyak koreksi dan perombakan !!",4
agak mengecewakan,1
Jos gandos,5
Tidak bisa buka akun toko tidak bisa cek pengiriman apa apps Tokopedia ada kendala (ada gangguan di rumah toped),3
bagus,5
"sumpehh tokped bener""gak pelit sedekah ..luvv",5
"penipuan, ga ada promo pengguna baru, penipuan su",1
tut,1
Maaf ya Marketplace Gak masuk akal order dibatalkan sistem gara gara pake diskon. Padahal akun saya udah lama login di hp smsung a54,1
lebih murah dan banyak foucher diskon,5
Tokped kon tol kalo gk niat kasih promo gk usah di kasih promo mau co malah gk bisa alasan tidak memenuhi syarat itu namanya penipuan ajg banyak juga pengguna baru diskon 99 malah gk bisa di co dasar nipu,1
"Paling benci kalau paket di lempar ke JNE, mana disini gaada kompensasi kalo paketnya dateng telat ngga kayak toko oren yg punya kompensasi jika paket datang ngga sesuai estimasi",1
👎🏻👎🏻👎🏻,1
"Ntah expedisi nya atau apa dari mulai pesen sampai kirim lama banget belum lagi stuck di agen, udah nunggu konfirmasinya lama proses lama dikurirpun lama.!!",1
oke lah low LG promo murah y kelewatan,5
Pengiriman selalu melebihi estimasi pihak tokoped juga gk jelas pinndah ke oren saya,1
"Ya sangat jelek tokopedia sya merasakan di tiktok masalah pembayaran, yg biasa nya cod bisa Ehh sekarang harus ganti akun lah, padahal akun sya tidak bermasalah, malah sering bnget belanja, sekarang gak bisa cod,",1
terimakasih Tokopedia 😍,5
Mantap,5
sudah bagus banyak promo nya tp sayang tidak semua toko bisa COD.,5
Promonya bohongan,1
🐻,5
ok,5
"promo pengguna baru hoax, mitos ga bisa di cekout",1
Bagus,5
Kecewa dengan tokopedia saya punya dana di penjual tidak di kembalikan tokopedia tidak bisa membantu .agar penjual mau kembalikan dana saya.maaf saya terpaksa kasih ulasan jelek .kecewa dngn tidak jujurran penjual dan tokopedia tdi bisa bantu selesaikan.,2
TOKOPEDIA YA BARANG BELUM DI TERIMA DANA SUDAH DI BERIKAN PENJUAL. AYO SEMUA UNINSTAL APK INIII,1
toped emang top,5
cara mudah untuk belanja hanya dengan satu genggaman,5
ok,4
"aplikasi nya sangat bagus, barang nya rata² sesuai, sangat recommended deh, karna banyak promo juga",5
Aplikasi ga jelas,1
Semua database yg berkaitan di tokped kok pada diretas ya? Akun tiktok yg tertaut di tiktok paylater punya saya dan beberapa teman saya juga demikian,1
puas,5
good job,5
klo bisa ongkir nya jgan mahal2,4
baik,4
Apk busuk soal pengiriman paket dari jasa kurir ngga ada info sama sekali padahal barang nya sangat di harapkan tapi tidak sampai sampai dan pelayanan aplikasi pun tidak memberikan solusi,1
sangat lengkap & promonya banyak,5
ok,5
makasi seller semoga selalu ada promo,5
keren ini,5
good,5
Baik,5
"Banyak promo skem, udh dapet kupon di cancel seller, sbenernya yg bikin kesel itu aja kelakuan sellernya l mungkin diluar jangkauan tokopedia kalau udh nyangkut kelakuan, banyak gratis ongkir...",3
Beras gratis,5
"Sangat buruk sekarang pelayanan Tokopedia,saya mesan barang sudah dari tanggal 14september 2024 Sampai sekarang tanggal 3 Oktober 2024 dan uang saya belum di balikan, janji nya 7 hari masa kerja, sudah lewat dari masa kerja belum ada respon dari tokopedia.",1
Saya pengguna baru pake voucher 30rb tapi transaksi di batalkan gitu ajaaa ups,2
Kurir gtl kurir langsung dr tokped . Gk ada sopan santunnya sama sekali . Nyelonong aja masuk naro paket digletakin aja . Buka spatu juga kaga . Bgitu klakuan kurirnya ya,1
banyakin diskon min hehe😅,4
ok,5
"harga produk lebih murah dibandingkan online shop lain, banyak promo, transaksi mudah top banget Tokopedia, sukses selalu",5
sangat menyenangkan,4
bagus baik,4
"BAD BANGET, AKUN PENGGUNA BARU PAYMENT PAKE REKENING ORANG MALAH GAGAL OLEH SISTEM.ALESAN KESAMAAN INDENTITAS DENGAN AKUN **** .KALAU MISKIN GAUSAH SOK NGASIH PROMO 100 PERAK PENGGUNA BARU. LIAT NOH TIKTOK.",1
good,5
bingung no,5
"Hi topen ( toko penipu), KAPAN DANA GW MAU DI BALIKKIN ? ATAU MEMANG TIDAK ADA ITIKAD BAIK UNTUK BALIKIN DANA KONSUMEN ??? YO WIS KOWE MAKAN TUH, LUMAYAN KAN UNTUK BANTU AFILIASI KOWE, YAHUDI, UNTUK UMAT ISLAM, SEGERA UNINSTAL APLIKASI YAHUDI INI, TOKO PENGA DIA, DAH CAPEK GW BERURUSAN SAMA APLIKASI YAHUDI, SELALU MERUGIKAN KONSUMEN & SELALU MELINDUNGI & MENGGUNAKAN KURIR PENIPU, JUGA MELINDUNGI SELLER TIDAK JUJUR",1
mantap,5
ayo berbelanja di Tokopedia.....,5
Tokopedia memang mantap,5
rekommended👍👍,5
"Ada pelayanan toko official yang perlu di review, mengulur ulur waktu pesanan, di komplain follow up pengiriman, malah dibatalkan pesanannya",1
cakepp,5
terbaik,5
"lama banget kalo ngirim ga sekali ini, gimana lah",1
"GUA SAKIT HATI BANGET PESANAN GUA DI BATALIN PADAHAL GUA UDAH BAYAR, FAK TOKPED GUA TRUST ISSUE!!!!! #NANGISDARAH",1
"Kenapa sih nama nya Pake Guncang Guncang Segala, Tokopedia Ya Tokopedia Aja Gak usah pake guncang guncang 😅😅 njirrrrrr",1
"Mau masuk aplikasi susah banget, mau ganti nomer juga sulit, padahal itu nmer udah ga aktif lama, nyoba daftar pake nomer baru juga di persulit, kirim kode otp, di tungguin tapi ga ada wa/sms masuk sampai errr sendiri",1
sangat baik,5
Voucer gopaylater masih gbisa di pakai!! Pdhl biasany tiap akhir bulan bisa dipakai,1
Tokopedia .. 9102023 .. 28042024 .. 05072024 .. 19072024 .. 08082024 .. 2408224 .. 20092024 .. 0212024 .. notifikasinya luar biasa ..,5
Sebenarnya barang yang di tawarkan harga sangat terjangkau tapi kenapa di saya kok tidak bisa cod,3
sukses selalu toko pedia,5
mantap,5
top,5
Ngurus Tokopedia card banyak problemnya,2
"sekarang tiap ngeklik link tokopedia suka nggak respon, diem aja, gak langsung masuk aplikasi 🤦🏻‍♀️",1
good,5
bagus sekali CS nya sangat mantul,5
bagusssssss bgt top aplikasinyaa,5
"ribet jir, mna ada nomor yg sama jadi akun orang lain",2
mantap,5
Pihak tokopedia kurang bijak dalam penyelesaian permasalahan antar penjual dan pembeli.,1
Kurir rekomendasi yg mengecewakan,1
coba bintang 3 dulu,3
Sangat bagus,4
mantul banyak diskonnya,5
"Kurir rekomendasi nya lambat, bisa pindah ekspedisi ketika pengiriman aneh.",3
Lebih lengkap dri oren trus sekarang udah gk lelet lagi pengirimannya,5
"Aplikasi gak guna, pengiriman lewat id express tapi lelet kurir penipu banyak alasan",1
Saya puas belanja di Tokopedia,4
Wes pesen malah dibatalkan sistem gak jelas,1
"Login ke akun gak bisa, selalu muncul permintaan tidak dapat di proses. Padahal sudah konfirmasi ke toped care, tapi tidak ada penjelasan gimana. Mohon perbaiki lagii",1
Aplikasi tolol banyak bgt toko penipuan disini,1
"Pertama kali pembayaran gopay latter, dan kelupaan telat 1 hari pas di cek denda nya ga ngotak nyampe 50.000 ,gpp sih kalo pun ada denda keterlambatan cuma ya kira² aja , voucher potongan belanja juga sering tidak bisa digunakan dgn alasan tidak berlaku.",1
Tokopedia sllu mmbantu kita,5
mantap,5
"vouchernya bikin ketagihan belanja,Tokopedia emang top",5
Pengembangan sistem yg membuat nya semakin mundur dari yg tadinya flexible bisa bayar gabungan sekarang gak bisa bayar digabung.. Kalau kaya gini mulu gw uninstall nih aplikasi.. Bayar pakai virtual akun transaksinya batal saldo kembali di Tokopedia saldo tp gak bisa bayar digabung dengan pembayaran gopay atau seperti dulu.. Ganti seseorang yg yg mengembangkan sistem ini.. Belum tau kehilangan konsumen terbaik,1
baik,5
nice,5
Tokopedia oke banget belanja di sini cuma pengiriman agak lama semoga pengiriman dari tokepedia bisa dipercepat lagi kedepannya,5
Tokped klo emng ga niat bkin promo disc mnding gausah wkwk udh 3 kali semua gagal gajls pdhl udh proses kirim tp batal gt aja ahaha wkwk dh ah skip,1
"Ini aplikasi ganiat banget dah,masa mau login aja sulit bet,padahal sinyal bagus bagus aja,mau login aja lag bet,tolong perbaiki masalah jaringan min",1
Kurang asik Di iklannya ada promo Eee... Blanja beneran promonya malah gak bisa.... Mending di apk oren sebelah... Iklan sama promonya gak pernah nipu,1
sangat membantu.. bisa bayar pakai paylater..,5
"pelayanan komplain slow respont, waktu penanganan komplain terlalu lama, ada kurir rekomendasinya. (Rekomendasi TerlambatNya)",1
semoga berguna,5
bagus aplikasi,5
terbaik,5
ok,5
"Aplikasi Babi hutan , pakai voucher gk bs, pesanan ditolak transaksi mencurigakan , mending pke shope aja enk",1
mksih ya Tokopedia promonya ditunggu promo selanjutnya😁,5
"BELANJA DITOKOPEDIA KURIR PALING LEMOT, GK BISA BUAT BURU2....",1
Mau retur barang susah....,2
Saya kasih rating 1 bintang karena aplikasi ini kurang giyatt dan sigma saat saya mencoba login akun saya dan memasukan kode yang benar namu terjadi eror padahal kode yang saya masukan sudah benar saran saya lebih gyatt lah dalam melaksanakan sigma 🤫,1
good job toko pedia,5
ASSALAIKUM ❤️,5
"Pertama kali pesen paket di apk ini bad banget sih paket gak dateng, apk ini nyediain sistem yang menguntungkan penjual, buat kalian lebih baik beli di apk lain lah , iklan mahal kualitas gomballl",1
toko padian emang yahud gudgudgud,5
Ketik pencarian kata kunci modal toko.tapi nggak ada sedikit pun ketemu..bikin menu yg bagus dong.beranda isinya cuman jualan nggak ada menu apa pun kecuali cuman lihat barang jualan doang,1
"Aplikasi aneh, orang nyari buku yg muncul malah rekomendasi gak jelas sampai sex toy dan macem-macem👎👎👎",2
mempermudah pembelian,4
Harus ya no hp,1
tokopedia memang oke,5
keren,5
Tokopedia mantap . Saya senang belanja di sini,5
terimakasih Tokopedia,3
Baik,5
Barang tidak sampai,1
ةشرح ظسض,5
"Payah. Gak bisa filter toko yang jual barang jelek overpriced sama barang bagus. Kalah sama aplikasi sebelah. Dipaksa jadi pembeli yang teliti mampus, sayangnya gk semua orang Indo tuh teliti. Pantesan kualitas barang yg dijual makin turun.",1
Mantap,5
good,5
"Saya senang belanja di Tokopedia, dulu saya sering belanja di si oren sama si biru. Tapi sekarang saya beralih ke Tokopedia. Tapi kenapa ini kalau pengiriman dari ekspedisi sicepat lama banget, sampai2 paket saya di retur, padahal saya pesan paket NON COD. Baru pertama kali saya pesan paket NON COD bisa diretur sama ekspedisinya. Untuk Tokopedia tolong perbaiki ekspedisinya kalau mau bersaing sama ecommerce yang lain. Karena yang lain pengirimannya sudah cepat, sehari bisa sampai. Terima kasih",4
"Kurir rekomendasi dari Tokopedia yang ada cuma JNE aja yah? Masa beli barang 5 kali ketabrak sama JNE terus, kurir rekomendasi yang lain mana? Udah gitu jelek kali JNE nya barang gak mau di antar padahal udah di satu kota barang nya. Kalau kita kesana buat ambil barang sendiri malah dipersulit gak kayak kurir yang lain perlu ada uang tambahan buat diper lancar ambil barang nya. Hadeh Tokopedia.",1
"saya padahal aku beli gak ada tulisan pre order awal beli 2023 Desember tgl 20 an ehh malah Dateng nya 2024 Januari tanggal 10 .eh malah Dateng nya jelek bgt kotak nya jelek.barang nya rusak .ga kaya toko sebelah noh bagus"" packing nya. pengalaman pertama dan terakhir",1
good job,4
"Aplikasi yg membantu bngt,",3
Kalo kasih link dari toko..susah dibuka. Gak ada perbaikan2,1
"Tolong kurir jne d hapus aja, lemot pakek kurir lain dr bandung 3hr nyampek, ini dr kudus seminggu blm juga nyampek, babi babi",1
lumayan dapet bonus harga murah,4
Jos mantul,5
ok,5
bgus,4
murah abiss,5
"Ini gimana ya terdeteksi pelanggaran, tolong minta bantuannya perbaiki dong pengen juga dapet voucher kalo ada event min,",1
mantap,5
suka banget sama tokpet banyak potongan harganya😍😍,5
"Gak jelas bgt, barang udah dibyr malah dibatalin sistem terus, promonya di cek ada gabisa dipasang. Bener² aneh bgt ni aplikasi",1
mantaff,5
good👍👍,5
Terbaiklah 👍❤️,5
Ok,2
sukses terus tokopedia,5
biaya aplikasi dan layanan dhilangkan saja karena menambah biaya pembelian,1
Pengiriman paketnya lambat banget,2
"Punya dua akun dua2nya g bisa dibuka tulisannya ""Nomor tidak dapat digunakan"". Sumpaahhhh gjls bgt marketplace ini",1
juosss,5
Aneh pas di update malah error aplikasinya,1
Mempermudah membeli,5
good,5
prosesnya mudah....,5
Sayangnya Saya Secara Tidak Sengaja Tutup Akun Malah Nggak Bisa Buat Baru Lagi Dengan Nomer Telepon Yang Sama Beda Sama Shopee Nggak Sulit Persulitkan Untuk Mendaftarkan Akun Dengan Nomer Yang Sama,1
Kaga lengkap,3
mantap bener,5
Kenapa gratis ongkirnya hilang ya?,3
simple,5
ok bgt,5
terimakasih tokopedia belanja murah dan mudah,5
Terbaik...banyak diskonnya,5
keren tokopedia,5
Tokopedia mantab,5
"Pengalaman belanja yang menyenangkan,banyak promo nya",5
mantap sekali,5
trima kasih,5
"barang saya hilang karna kurir, udah ngajuin komplein biar uang saya balik malah bertele"" dan ga ada kejelasan ini uang saya gmn?",1
tokopedia tempat blanja murah aman,5
"Terlalu lama kalo ada masalah pengiriman, manding di shopee langsung di respon",1
sangat baik trimakasih,5
bermanfaat dan diperlukan,4
"Oke sih tapi, mohon ada beberapa bug di perbaiki",5
toko yg sayangt bagus pokonya,5
"mantap bisa pakai dana , proses mudah",5
mantab,5
aplikasi pembelian online dimana banya diskon dan gratis ongkir rekomen👍👍,5
"Xx zaa,,,, MK l no",1
Semua eventnya scam doang jng percaya,1
pokonya puas,5
Sangat baik,5
"Mudah banget bayar pakai saldo Tokopedia,,, keren pisan euy",5
"Saya langganan Plus dan ketika transaksi berhasil memakai Voucher gratis ongkir dan diskon tiba2 dibatalkan sistem dengan alasan manipulasi transaksi,apanya yg manipulasi? kita sungguh2 beli kok. Kemudian ketika kembali memakai memakai voucher gratis ongkir plus,eh malah opsi pengiriman tidak tampak sehingga tidak bisa bayar. Bagaimana ni admin sistemnya makin kacau.",1
ok bngt banyak promonya belanja di tokopedia,5
Luar biaaa pelayanan sangat bagus.hanya saja saran agar kwalitas barang benar2 sesuai dg fail data di tawarkan.trima kasih,5
sukses selalu Tokopedia 🤩,5
bagus saya suka Tokopedia,5
"Csnya bls chat lama, saya pengguna baru malah di gagalin mlu g memenuhi syarat & susah bgt di hubungin ke ovo!",1
Belanja pakai kartu tokopedia card selalu dibatalkan sistem padahan belanja tanpa promo,1
Moga saja kita semua di berikan kesehatan🙏🏻dan di berikan rejeki yg berlimpah🤲🏼🤲🏼🤲🏼,5
Aik,5
mudah dan cepat,5
mantap,5
"Tokped pokonya toko online yg sangat bagus,tiap belanja tidak mengecewakan,semoga tambah sukses tokped",5
toko pedia semakin terdepan,5
Akhir² ini kenapa pengirimannya jauh dari estimasi ya ??? Masak Surabaya ke malang aja sampai 6 hari baru sampai Sudah 3x kayak gini... Padahal sebelumnya gak seperti ini perihal pengiriman,1
aman simple praktis 👍👍,5
"Setelah di komplain baru dapet voucher2 lagi, terutama free ongkir. Karena udah oke, rating gue ubah lagi jadi 5 karena tokped udah ga ngaco lagi.",5
mantappp betull toko pedia👍👌👏,5
"Parahhhhhhh,situ yg ngasih vocer,situ yg ngasih freeong,situ jg yg batalin,capek deh",1
mantapp,5
ok,5
bagus banget,5
good,5
Aplikasi aneh. Nga bs plh promo paylater nya. Yg buat aplikasi mending belajar sm gw. Sini gw ajarin buat aplikasi yg bnr. Kl nga bs. jgn buat bang kwkwkwk,1
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5
bagus,5
banyak promo,5
"Aplikasi belanja paling ruwet, udah di bayar, masih nunggu persetujuan, ngasih2 diskon sendiri di ruwet2in sendiri, dan tolong tindak seler2mu yg pemalas, lihat pembeli dapat diskon gede kagak di proses2 dan akhirnya batal sistem",1
mantab,5
"Kurir rekomendasinya gak punya maps Masasi brg pesanan kita bisa kesasar ke kabupaten lain. Pdhal udh jelas alamat pengirimannya. Saat ajukan komplain investigasinya 7hri,ujung² nya gk nyampe jg pesanan kita.ya walaupun uangnya di kembaliin. Nyesel belanja di tokped sekrg. Minesnya lgi di saat chek out,pilihn jasa kirim nya di tentukan jd kita gk bisa pilih kurir yg kita mau,padahal mitra kurir dg tokped bnyak . sehrusnya bisa di pilih jasa kirimnya kan enak belanjanya.",1
mantaps,5
Ngejebak aja lu. Promo hanya untuk pembelian pertama. Giliran udah beli eh dibatalin sistem. Ilang udah promonya.,1
mantaf,5
Tempat belanja terburuk,1
Ok,4
bagus sangat membantu,5
baru nyoba belanja disini. semoga tidak mengecewakan,5
pelayanan bagus,5
"Jangan jualan di sini, masaaa barang udh nyampe di konsumen, udh sesuai orderan juga tapi si saldo malah di tahan dan harus nunggu 2x24 jam, blum ntar pas penarikan harus nunggu lagi..",1
"Dari bnyk nya komenan negatif tolong lah di perbaiki agar rakyat Indonesia mudh berbelanja biar maju kyak negar2 lainnya, yok tolong kerja samanya toko pedia",1
"ID express tolong di hapus saja dri daftar pengiriman min , soalnya gk jelas cara kerja mereka, padahal 1 kecamatan tpi masih gk di kirim2 itu pun nunggu 5 hari baru nyampe",1
Proses refund uang lama! Bisa tidak dibuat lebih cepat prosesnya?,1
Terbaik,5
bagus,5
"Transaksi di batalin sistem secara sepihak, dana di tahan sepihak, mending shopee",1
Pengembalian dana tidak sesuai. Mau kontak ke cs ga bs..kecewa parah.,1
"Tolong diperbaiki lagi perihal filter barang!!! Nama Keyword Search yg dicari apa, eh yg keluar barang annoying Yg bener laaaaghhh Tolong diperbaiki lagi, terimakasih",1
top top,5
banyak promonya,4
"Bagus, lagi error ga bisa bayar pesanan.",5
Banyak hadiah nya dan banyak diskon besar besaran👍,5
jos,5
Semua baik baik saja,5
sangat cepat dan pelayanan baik,5
mantaf,5
"bagus, pertahankan diskonnya 👍",5
puas blnja di tokopedia,5
"Sangat disayangkan Tokopedia layanan sudah baik Tetapi di nodai sama jasa kirim rekomendasi Id express yang seperti sampah. Disitu tertera estimasi tiba besok, ternyata 3 hari tidak kunjung tiba, berapa banyak usaha orang bangkrut karena layanan pengiriman tidak sampai, customer marah lalu membatalkan project karena alat yg dikirim tidak tiba2 ditujuan. Seharusnya pertimbangkan untuk jasa kirim rekomendasi pakai yang berbobot. Bukan menggunakan pengiriman abal2 .",1
"Toko pedia gak bagus, bagusan shopee",1
bagus,5
good apk,5
"perbanyak diskon supaya lebih menarik, trima kasih",5
mantap,5
sangat bagus,5
Sangat menjengkelkan penaganan complainnya....2 minggu belum juga kembali uang dr pesanan yang dikembalikan......kerja apa tidur.....,1
"Gausah ada pemeberitahuan update dong pas aplikasi dibuka , ketika ke klik updatenya jadi langsung masuk playstore , gasemua hp memiliki memory besar",1
"Tokopedia makin parah,kenapa harus ada kurir recomendasi segala,masalahnya pengiriman jd terlambat barang nya di dipindah pindah terus dari kurir A dipindah ke kurir B ujung ujung nya makin lama datang nya",1
"Kurir rekomendasi gebleg, kaya anak tk belajar baca tulis asmitasmit lila LILLLA hi tah ala",1
Oke banget,5
"Bila ada komplain cepat tanggap, kenapa ada biaya pelayan juga Ass sprt wajib😭😭😭",5
playanan cepat,5
seneng sekali banyak promonya😍,5
2 bintang dl KL bgs layannya Bs + LG,2
"bug login toped kapanlah mau di benerin, sekali gagal verifikasi pin toped... selamanya gak bs masuk via aplikasi... pdhl via website bisa di hape yg sm...",2
Jangan pakai JNE lg lah tokped.. Ga pernah beres.,1
mudah murah dan simpel,5
transaksi pembayaran sat set,5
"pengguna baru bnyk bgt diskon nya, jadi untung pake tokped",5
Paket ga terkirim² udah mau 2 mingguan. Pelayanan kurir mohon ditingkatkan,1
Banyak promonya.. terima kasih Tokopedia 🙏😊,5
"Setelah update Lumayan ada peningkatan, tolong di beri sanksi untuk toko yang lama proses nya, not responsif dan keterangan produk tidak jelas makasih",4
hemat,4
Selalu ngebug soal gerai pembayaran. Padahal sering menggunakan gerai offline tapi statusnya ga terima pembayaran transaksi. Sedangkan pas di relog 3x baru bisa.,2
otw,5
terbaik,5
Pengiriman yang di rekomendasikan ..lama sampai lebih dari estimasi..dan komplain tidak membatu sama sekali,1
"praktis , sangat recommended",5
cepat efektif dan murah,5
baik,5
ok,5
"saya sudah lama di tokopedia, dan selalu senang belanja disini, UInya nyaman, penempatan fitur belanja yang mudah, emang joss deh UI designernya walaupun sepele namun sangat berdampak di kenyamanan berbelanja",5
"Tokopedia jahat, tp saya lebih jahat :)",1
ok,5
"Mudah mudahan cepet bangkrut tokopedia,..",1
mantap,5
terbaik,5
Dikit dikit update dikit dikit update menyebalkan toped,1
sangat mudah berbelanja ditokopedia,5
"Aplikasi jual beli online teraneh, beli barang udah pake voucer dan dibayar malah langsung di cancel sistem",1
good,5
Bagus aplikasinya,5
Alhamdulillah,5
"Kapok pakai aplikasi ini, mending aplikasi sebelah, saat barang ada masalah pihak aplikasi lebih ngebela seller",1
"kalau bisa pengembalian barang sangat dipermudah seperti Z****a ya min, sukses selalu buat toko pedia",5
"one stop shopping terbaik. di tokopedia ini semuanya ada, dan banyak promo.",5
Dikit dikit perbaharui👎👎👎👎👎,1
"tokped belum bisa memberikan rating buat kurir ekspedisi nya, kalo ada keterlamabatan dari kurir atau kurir nya tidak tau alamat rumah jadi risih ke kita nya",1
"apk yg keren banget,gampang prosesnya🥰🥰🥰",5
"Gimana mau lebih baik lagi dari toko sbelah, belanja pertama x saja ,pengiriman nya melebihi batas estimasi ,udah ongkir nya malah pelayanan nya pun buruk, biarpun kerja sama ,sama tiktok malah lebih bagusan tiktok pengiriman nya , murah dan cepat , gw belanja di toko sblah saja gak sampai begini , apalagi belanja pertama x lagi ..jd miris ngeliat tokped yg dulu berjaya skaranng malah ancur gara gara pelayanan barang nya",1
"Marketplace terbaik sering ngasih diskon potongan 25 ribu, 35 kadang sampai 40 ribu",5
"Mo buka pict di chat susahnya minta ampun, busset dah",3
"Nyebelin banget Tokopedia, transaksi gagal uang gak masuk lagi ke rekening. jadi gak bisa ditarik lagi. mana dibalikinnya gak sama biaya adminnya 😠",2
"Kenapa kurir rekomendasi tokopedia sekarang tidak bagus.. estimasinya suka update sepihak, estimasi awal 3 hari, kmudian diperpanjang, di mundurkan terus.. Trus jg update status pngirimannya nya tdak jelas",2
bagus,5
UI nya knp nge-bug?,2
mantap,5
mantaapp,5
"Dapat voc 50k karena berhasil ajak temen, eh voc diklik2 gk bisa apalagi dipake. Voc buat pajangan aja ya min?",1
ok,5
kelaz,4
suka banyak.promo dan.gratis ongkir lagi,4
banyak potongan harga,5
"Pengiriman sangat sangat lambat, paket udh 2 hari ga gerak, 2 kali belanja disini sama aja bahkan estimasi yg tadinya 29 sep berubah jadi 1-7 okt, sangat lambat sekali kinerjanya",1
"Tokped bagus banyak potongannya, hanya saja sangat disayangkan kurir rekomendasi lama sekali. Padahal 1 provinsi bisa hampir seminggu. Semoga segera diperbaiki.",3
Elektronik,5
bagus dan cepat,5
Mempermudah dalam transaksi jual beli👍🏻👍🏻👍🏻,5
"pembayaran promo pengguna baru di kembalikan . padahal saya baru saja download . tapi keterangan tidak memenuhi persyaratan , aneh aja sih",1
Alhamdulilah..🤲,5
rekomendasi banget,5
memuaskan,5
ok,4
